title,is_onion
Body Positivity FTW! Dove Just Released A New Ad Reminding Women That They Are So Beautiful They Could Probably Drop Out Of School And Just Rely On Their Looks From Here On Out,1
Year in Review: 2018,1
"Demonic Spirit Claws Way Out Of Hell To Flicker Lights, Throw Some Silverware Around",1
Hand Of George H.W. Bush Bursts Out Of Ground To Grope One Last Woman,1
Absolutely Beautiful: This Incredible Artist Imagined What It Would Be Like If Kurt Cobain Had Lived Long Enough To Get Both His Hands Stuck In Beehives,1
Dwayne “The Rock” Johnson Said What?!,1
Clint Eastwood Said What?!,1
"Alexandria Ocasio-Cortez Criticized For Preventing 25,000 New York Evictions",1
This has never made any sense.,1
Suave Releases New 20-Year Leave-In Conditioner,1
Bill Cosby Feeling Disoriented After Jury Slips Conviction Into His Verdict,1
Family Members Locked In Heated Bidding War To Convince Cat To Sleep In Their Bed,1
Bend In Road Not Sharp Enough To Merit So Many Roadside Memorials,1
Beautiful: Jerry Stiller Called This Terminally Ill Child At 3 A.M. Last Night To Tell Her An Idea He Had For A New Type Of Sushi Roll,1
Death Of Sailor In Iconic VJ-Day Photo Reminds Americans Of Halcyon Days When Wars Still Ended,1
Major Pivot: Bernie Sanders Has Become Staunchly Capitalist After Tasting Mountain Dew Code Red And Learning It Was Made By A Corporation,1
Trump: Any Shooting Actually Inspired By Me Would Have Left Thousands Dead,1
The Saga Continues: J.K. Rowling Has Revealed That Every Now And Then The Sorting Hat Would Arbitrarily Sort A Kid Onto The New York Mets,1
"‘It’s Just A Plant, Man,’ Says Purdue Pharma CEO Waving Poppy Flower Before Opioid Lawsuit Judge",1
Iowa Fashion Week Begins,1
Get The Tissues Ready: The Next Song On This Emo Album Is Just A Guy’s First Name So You Know It’s Going To Be About The Lead Singer’s Friend Who Died When They Were In High School,1
Self-Defense FTW! This Woman Likes To Think That She Could Probably Hit Someone With Her Water Bottle Pretty Hard If It Came To That,1
Could This Be The Last Season We See Rob Gronkowski Fully Assembled In A Patriots Uniform?,1
Convenience Store Employee Given Generous Holiday Bonus Shift,1
Kanye West Named New Face Of Yeezy,1
Trump Claims Greatest Threat Facing Nation Toys Coming To Life While Owner Not In Room,1
Beautiful Cultural Exchange: This German Student Visiting An American High School Shouted ‘My Eggs!’ After He Got Hit In The Testicles With A Football,1
Area Man Will Be Judge Of Whether Woman Actually True Baseball Fan,1
"2020 Presidential Candidate Pete Buttigieg Announces Bold Plan For 2,500-Mile Intercontinental Riverwalk",1
"Shuddering Astrid Menks Comes Home To Trail Of Rose Petals Leading To Nude, Spread-Eagle Warren Buffett",1
‘National Geographic’ Increases Ideological Diversity By Hiring First Anti-Tree-Frog Writer,1
God Sick Of New Angel’s Annoying Fucking Voice,1
"Bold New Policy: The EPA Just Announced That If Squirrels Can’t Hack It, They Don’t Deserve Our Protection",1
Americans Demand Crispier Outside,1
White House Convenes Panel Of Scientists To Make Case That Trump Capable Of Crushing Train With Bare Hands,1
Mueller Poses As Fox News Host To Coax Rudy Giuliani Into Giving Him Testimony On Trump,1
Ugly Girl Killed,1
CIA Issues Posthumous Apology After New Evidence Clears Osama Bin Laden Of Involvement In 9/11 Attacks,1
Seasonal Depression Kicks In Just In Time To Numb Woman Before Holiday With Family,1
HIV Cured In Second Patient Ever,1
Tommy Lee Jones said WHAT?!,1
5 Signs That The Werewolf You Turn Into During A Full Moon Is A Total Neat Freak,1
PR Nightmare: Make-A-Wish Accidentally Sent A Costumed Hero Named Terminally Ill Spider-Man To A Healthy Kid’s House And Asked The Child To Comfort Him In His Final Hours,1
"Ho, Ho, Ho! Send Me $100 Billion By Christmas Or I Will Detonate A Dirty Bomb In 5 Major Cities!",1
Logitech Introduces High-Resistance Keyboard For Fitness-Minded Typists,1
Religious Conservatives Argue Adam And Eve Would Never Have Been Banished From Eden If They’d Had Guns,1
Malicious Focus Group Convinces Marketers Cinnamon Mountain Dew Is The Next Big Thing,1
Man Doesn't Even Do Good Job At Sleeping,1
"Due to over crowding and traffic issues in Yosemite, massive construction ensues.",1
"Scientists Discover Dangerous Link Between Book Learnin’, Back Talk",1
"By The Time Bryce Harper's 13-Year Contract Expires, Hank Will Be A Lonely, Old, Useless Relic",1
Stock Market Soars After Investors Decide That Would Be Fun Thing To Make Happen Today,1
Report: Bananas Still Most Popular Fruit For Pretending To Receive Phone Call,1
Nipple Of Baby’s Bottle Pierced For Authenticity,1
MoviePass Attempts To Increase Profitability By No Longer Mailing Out Free $500 A Month To Subscribers,1
"Retiring Rob Gronkowski Admits He’ll Miss Teammates’ Blurry Faces, Fans Spinning Perpetually In The Stands",1
Humble Ascetic Declines In-Flight Beverage Service,1
Advisors Instruct William Barr To Avoid Referring To Trump As ‘My Liege’ During Confirmation Hearing,1
Frustrated Dad At Restaurant Just Wants A Normal Burger,1
Modern-Day Caligula Orders Everything Bagel,1
Report: Average American Consumes 156 Pounds Of Sugar Per Year But Would Like To Consume Much More,1
Study Finds Cats Only Meow When They Want To Alert Owner Of Neighbor’s Murder They Witnessed Through Window,1
Whoa: Morgan Hung Up String Lights In Her Jail Cell,1
"‘Hurry, There’s A Violent Black Woman Attacking My Daughter,’ Says Cindy McCain To Police While Watching ‘The View’",1
Heartbreaking Backstory: 6 Luxury Dog Houses Yoda Looked At But Couldn’t Afford,1
The Trump Presidency In 2018,1
5 AMBER Alerts That Were Sent Out That Were Clearly More Focused On How Sweet The Car Was,1
Get Real: This Woman Thinks Her 3-Year-Old Is Going To Grow Up To Play In The NBA Just Because He’s Already 7 Feet Tall And Has A 70.1 True Shooting Percentage,1
Man Who Spent Last 2 Years Drawing Pictures Of Trump And Putin Making Out Beginning To Realize Just How Wrong He’s Been,1
"‘No God, Please Not Now,’ Yells Rapidly Aging Tom Brady As Old Crone’s Spell Begins To Wear Off During Super Bowl",1
Indignant Bill Belichick Evades Question By Cutting Off Reporter’s Tongue,1
Education FTW: ‘Sesame Street’ Showed Grover Laying An Egg That Elmo And Ernie Both Hatch Out Of To Teach Children Not Everything Can Be Explained With A Catchy Little Song,1
Seems Unnecessary: The ‘Our Story’ Section On This Family-Owned Vegan Snack Company’s Chip Bags Includes An Anecdote About A Fatal Hit-And-Run They Did In 1998,1
Lincoln Memorial Empty After Former President’s Statue Furloughed,1
Alcoholic’s Plan For Turning Life Around Doesn’t Involve Getting Sober,1
Scroll Through This List Of Racecars Very Fast To Simulate The NASCAR Experience,1
"Karl Lagerfeld Horrified By Uninspired, Garish Tunnel Of Light Coming Toward Him",1
High School Drama Teacher Already Has Pretty Good Idea Who He’ll Pick For Fall Girlfriend,1
Doctors HATE This! I Used One Weird Trick To Get Covered In Feathers And Fill My Anus With Bees And You Can Too,1
The Dangers Of Hot Soda - Dr. Good - Ep. 10,1
Man Starting To Think Only Reason People Hanging Out With Him Because They All On Same Jury,1
"‘Follow Your Instructions, This Is All Part Of The Plan,’ Hisses Richard Nixon Tattoo Protruding From Roger Stone’s Back",1
Incredibly Relatable: Alexandria Ocasio-Cortez Is Proving She’s Just Like Us By Wasting Her Life On Social Media,1
Mom Produces Decorative Gift Bag Out Of Thin Air,1
Inspiring Determination: This Man Was Stranded At Sea For 151 Days And Survived Almost The Entire Time,1
Exclusive TSA Pre-Check Allows Passengers To Fly Without Waiting For Airplane,1
Mom Figures It About Time To Sit Down Adolescent Daughter And Explain How Weight Watchers Points Work,1
"The Week In Pictures – Week Of March 11, 2019",1
Increasingly Worried Man Hasn’t Yet Come Across Any Guacamole In Burrito,1
Stabbing Ignorance With Glass Ceiling Shards - Onion Talks - Ep. 10,1
NASA Administrator Resigns After Leak Of Offensive Anti-Moon Email,1
"Israeli Prime Minister Indicted On Charges Of Bribery, Fraud",1
Bernie Sanders Said What?!,1
"Incredibly Unfair: Even Though Billionaires Work Way Harder Than Everyone Else, They Only Earn 4,000 Times As Much Money",1
Victoria’s Secret Releases Sexy Black Lace Sleep Apnea Mask,1
Heartwarming: This Awesome Charity Pairs Old Hags With Naughty Children Who’d Taste Delicious In A Stew,1
City Of Boston Erects New Plaque Commemorating Spot Where Ben Affleck Will Die,1
What do you see?,1
"This one went beyond ironic. Halfway through watching their video, you'll be greeted with a nag screen to subscribe to something",1
Body Positivity FTW! 5 Empowering Celebrity Quotes About How Your Body’s Bulbus Secondary Gorb-Receptor Is Beautiful Even If It Is Not Perfectly Square,1
Sex-Ed Fail: This Texas Public School Has Fired The Goat-Headed Man Who Lures Students Into The Forest To Show Them A PowerPoint About Safe Sex,1
‘New York Post’ Publishes Report Exposing Alexandria Ocasio-Cortez’s 9-Figure Social Security Number,1
Grossed-Out Anti-Abortion Activist Has Change Of Heart After Seeing Picture Of Fetus For First Time,1
Charity Notes Even One Dollar Can Help A Needy Child But You'd Have To Be A Dick To Give That Little,1
I Don’t Vaccinate My Child Because It’s My Right To Decide What Eliminated Diseases Come Roaring Back,1
Greatest Country In World Unable To Keep William H. Gross Stamp Gallery Open,1
Conservation Program Helps Struggling Rhinos Adapt To Modern Ecosystem By Retraining Them As Urban Scavengers,1
Long Overdue Repairs: The Guggenheim Museum Has Finally Raised Enough Money To Make Their Building Normal,1
Embarrassed Comcast CEO Just Tells People He Does Digital Media Stuff,1
Woman’s Primal Instincts Activate To Protect Nearly Finished Glass Of Wine From Approaching Server,1
City Planner Gets Halfway Through Designing City Before Realizing He’s Just Doing Philadelphia Again,1
This Will Change The Way You Watch ‘Alien’,1
Super 8 Offering Writers Residency For Anyone Working On Suicide Note,1
MLB Players Association Advises Remaining Free Agents To Try Adding Keywords Like ‘Baseball’ To Resumés,1
We Predict Who Will Watch The Grammys This Sunday,1
"Giant Demonic Hand Bursts Out Of Ground, Drags Bill Belichick Back To Hell",1
"Journalism Win: ‘The Washington Post’ Announced That Everyone Is Born With 10,000 Pinocchios And Has To Remove Them By Living A Lifetime Of Honesty",1
"Report: Oh, Fuck Yeah, Egg Yolk Dripping All Over Sandwich",1
Finally! Kotex Has Released A Line Of Tampons With A 15-Foot String And A Bell At The End So You Never Forget About Your Tampon,1
Paul McCartney Said What?!,1
Man Under Mistaken Impression He His Own Harshest Critic,1
Death Row Guard Has Always Had Soft Spot For The Innocent Ones,1
Nation Excited To See Whatever Bile The Internet Spews Up Today,1
Fucking Idiot Has Perfect GIF For That,1
Biden Pulls Off Dusty Tarp Covering Old Campaign Motorcycle,1
Woman Didn’t Know Progress On Toxic Masculinity Would Turn Boyfriend Into Such A Weepy Little Pansy,1
A Titan Of Sport: This Man At The Gym Is All-Out Sprinting On The Treadmill In Cargo Shorts While Watching Old Episodes Of ‘River Monsters’ On A Microsoft Surface Tablet,1
Wow: This Incredible World-Record Pole Vaulter Is A Beautiful Example Of The Amazing Things Human Beings Can Achieve When They Use Poles,1
Teen’s Natural Drive To Murder Sexual Rivals Successfully Channeled Into ‘Super Smash Bros.’ Victory,1
Heartbreaking: This Old Woman’s Family Put Her In A Nursing Home And Now John Stamos Hardly Ever Comes By To Have Sex With Her,1
Annoying YouTube Algorithm Not Letting Man Forget Single Time He Watched 14 Hours Straight Of Hitler Speeches,1
Self-Care FTW! This New App Sends You Daily Reminders To Take Your Bra Off And Smoke Virginia Slims,1
Report: Mueller Investigation Nearly Done With First Day Of Trump Campaign,1
A Christmas Miracle: The 3 Ways Baby Jesus Immediately Asserted His Dominance After He Was Born To Prove He Was The Son Of God,1
Giants Consider Drafting Quarterback To Mentor Eli Manning,1
340 Million Social Security Numbers Obtained By Federal Government In Massive Personal Data Breach,1
The Hidden Price Of Environmentalism: The Cup You’ve Been Reusing For Water At Home All Week Has Started To Develop A Taste,1
ABC Camera Immediately Cuts Away After Showing Harvey Weinstein Sitting At Oscars,1
Climatologists Find Pitchers And Catchers Reporting Further South Every Spring,1
"Grocery Store Bar Actually Has Great Little Happy Hour, Reports Man With A Serious Problem",1
Lazy Man Waiting For Spark Of Inspiration To Finally Get Started On Masturbating,1
Patriots Rejoice! Donald Trump Has Appointed Professor Rat As The U.S. Secretary Of Fireworks,1
Rahm Emanuel Breaks Ground On New Jason Van Dyke Police Academy,1
Area Man Considers Self Ally To Women Unless They Threaten His Status In Literally Any Way.,1
Fox News Debuts Premium Channel For 24-Hour Coverage Of Alexandria Ocasio-Cortez,1
National Endowment For The Arts Provides $80 Million To Discourage Talentless Hacks,1
Competition For 23AndMe? This New Company Lets You Send Them Your Saliva And They Will Tell You If They Like It,1
Loose-Knit Community Not Particularly Shattered By Teen’s Death,1
Chance the Rapper said WHAT?!,1
Report: Today The Day Woman Either Quits Job Or Goes Home And Watches 4 Hours Of Netflix,1
"‘T. Rex May Be Smaller Than Previously Thought,’ Report 50-Foot-Tall Researchers",1
Jared Kushner Assures Reporters He Never Revealed State Secrets Without Turning Huge Profit,1
Les Moonves Doesn’t Know How He Going To Tell Wife He Didn’t Get $120 Million Bonus,1
Brad Pitt Stumbles Across Old Cardboard Box With Gwyneth Paltrow’s Head In Attic,1
Finally! Revlon Has Released A Tiny Curling Iron For That One Extremely Dark Hair Growing Alone On A Random And Otherwise Bare Part Of Your Body!,1
Thousands Of Students Forced To Attend Iowa State After University Sets Acceptance Rate To 140%,1
‘Game Of Thrones’ Creators Frantically Re-Shoot Finale To Make Peter Dinklage Death Seem Intentional,1
Virginia Governor Calls On State To Move Past Racist Legacy Of Last Few Weeks,1
Pope Francis Holds Sex Abuse Summit,1
NCAA Launches Investigation Into Why It Wasn’t Making Millions Off Recent College Admissions Scandal,1
Shutting Down The Haters: Bernie Sanders Just Proved He’s Young Enough To Run For President By Hiring A Team Of Bodyguards That Are All 20 Years Older Than Him,1
Chris Evans Said What?!,1
Coolest Job Ever: This Awesome Digital Media Company Hired Post Malone To Entertain Laid-Off Employees With Amazing Music While They Cleaned Out Their Desks!,1
Presumptuous Congressional Freshman Thinks She Can Just Come In And Represent Constituents,1
Judge Rules White Girl Will Be Tried As Black Adult,1
Julia Roberts Said What?!,1
Man On Vacation Suddenly Realizes No One Feeding His Hostages,1
U.S.-Backed Forces In Syria Begin Attack On Final ISIS Encampment,1
Oprah Winfrey Said What?!,1
Trump Base Celebrates President For Standing Up To Constitution,1
Local Brother-In-Law Heard You Can Make Shitload Of Money Doing That,1
Mom Gathers Rolls Of Wrapping Paper Around Her To Stroke Softly,1
Tweet This Video At Jeff Bridges To Let Him Know That He Could’ve Done Better In ‘The Big Lebowski’,1
Missing The Mark: 5 Life Alert Commercials Where An Elderly Person Falls Down The Stairs And Fucking Loves It,1
Three-Year-Old Gets Carried Away,1
Mom’s Christmas Stocking Noticeably Less Full,1
Publicist Worried Kanye West’s Support Of Trump Will Damage His Carefully Crafted Public Image As A Manic Self-Absorbed Lunatic,1
Where Do You Rank On The Overall Mom Leaderboard?,1
Highly Touted Terrorist Prospect Weighing Multiple Recruitment Offers,1
Hard Times Hit Springsteenville,1
Pitbull Mix Only Bites Off Half Of Toddler’s Face,1
U.S. Aid To Venezuela Just Lit Stick Of Dynamite Painted To Look Like Carrot,1
Should The NFL Combine Get Rid Of The 40-Mile Dash?,1
Report: Tiger That Mauled Roy Horn Still Struggling To Find Work,1
Researchers: Quality Of Sleep May Be Affected By Abandoning Family In 1994,1
No One Can Truly Describe What It Feels Like To Lose A Child—Least Of All Me!,1
"‘We Will Not Repeat The Mistakes Of The 2016 Election,’ Vows Nation Still Using Internet",1
New Department Of Agriculture Study Finds 85% Of U.S. Farmers Woefully Kicking At Dirt,1
Furloughed Government Employee Using Time Off To Visit Local Food Pantry She Been Hearing About,1
Encouraging Teamwork: ‘Apex Legends’ Has A Button That Lets Players Easily Announce They Have Diarrhea And Won’t Be Shooting Anyone For A Few Minutes,1
Fascinating!,1
EPA Reveals 37% Of Water Waste Nationwide Caused By Husky Kids Doing Cannonball Into Country Club Pool,1
More Dysfunction: The Secret Service Just Accidentally Shot Eric Trump After Catching Him Trying On His Dad’s Swim Trunks And Mistaking Him For An Intruder,1
Dog Blocks Off Afternoon To Lick Spot On Floor Where Owner Once Dropped Pepperoni,1
"Nation's Celebrities Not Famous Enough, Publicists Agree",1
Pueblo Indians Can’t Keep Pace With Area Mom’s Appetite For Earthenware,1
75% Of Party Trolley Defaulting On Student Loans,1
"Sort Of Heartwarming: These Amazing Students Raised Over $20,000 For Their Teacher’s Penis Enlargement Surgery",1
Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb,1
Comic-Con Fan Guesses He Enjoyed 60-Minute Panel Of Silently Masturbating Alan Moore Practicing Sex Magic,1
Mattress King Selects Wife From Small Wisconsin Village,1
"5 Times Harry Potter Used An Unplugged 6-Outlet Power Strip As A Wand And Mumbled ‘Louie Anderson’ Instead Of A Spell, Ranked By How Fucked Up The Results Were",1
Jim Jordan Spends Hearing Demanding Michael Cohen Accept Blame For Covering Up Sexual Abuse Of Ohio State Wrestlers,1
Trump Complains About Overly Complicated Controls Needed To Operate Modern-Day Doors,1
NFL Scouting Combine To Phase Out Subjecting Draft Prospects To Vivisection,1
Man In Rental Car Spends 20 Minutes Trying To Find Steering Wheel,1
Four Homeless People Dead In What Girlfriend Refers To As “Cuddle Weather”,1
Study Finds Suspicious Circumstances Still Leading Cause Of Death In Russia,1
Man Entering Fog Of Insanity Asked If This His First Time At Dave &amp; Buster’s,1
GOP Strips Steve King Of Post On Powerful House Segregation Committee,1
Heartfelt Apology Robs Man Of Cherished Grudge,1
Shocking Dark Secret: The Host Of The Beloved Kids Show 'Professor Groin Pincher's Carnival Of Pleasures' Has Been Posthumously Unmasked As A Pedophile,1
Coca-Cola Releases New Orange Vanilla Flavor,1
Paul Manafort Given 47 Months In Prison,1
"Brain-Dead Teen, Only Capable Of Rolling Eyes And Texting, To Be Euthanized",1
Ultrasound Technician Asks Pregnant Woman If She’d Like To Know Baby’s Name,1
Interminable Nightmare Of Buying Wrong Toilet Paper In Bulk Nearly Over,1
Trump Agrees To Wear Wire To Take Down Roger Stone,1
Most people don't know this.,1
Donations Needed: Wikipedia Has Posted An Appeal Asking For One Night Of Physical Intimacy From Each User,1
Tom Hanks Vows He Won’t Stop Until He Has Portrayed Every Last American,1
114-Year-Old Attributes Longevity to Sheer Random Chance,1
Bin Laden Vineyard Falling Into Disrepair,1
Devin Nunes Threatens Defamation Lawsuit After Reputation Ruined By His Official Twitter Account,1
Major Innovation: Child’s Snowman Is Made Entirely Of Piss Snow,1
DNC To Avoid Primary Debates On Fox,1
New Marijuana Study Confirms Everyone Knows You're High And You Will Be Stoned Forever,1
Winded Trump Forced To Lay Down For Last Half Of Speech,1
Amy Klobuchar Pledges To Fight Everyday Americans,1
"Study Finds ‘Missionary,’ ‘In Love’ Most Popular Porn Search Terms",1
Helpful Man Saves Woman Effort Of Telling Idea To Boss Herself,1
"I’m Sorry, But These Kid Chefs Freak Me Out (By Gordon Ramsay)",1
"5 Pictures Of Dolly Parton Dunking That You Can’t Find Anywhere Else...Because They’re Fake, Okay?! They Aren’t Real! We Made Them In Photoshop So You Would Like Us",1
CBS Sitcoms Under Fire For Using Prison Laughter,1
Report: Nation’s Ditches Overflowing With Children Of Worried Parents,1
It’s only fair!,1
Newly Tenured Professor Now Inspired To Work Harder Than Ever,1
Lazy Poor Person Has Never Earned Passive Income From Stock Dividends A Day In His Life,1
Crowd Feeling Kind Of Silly Now After Spending All That Time Pleading Rooftop Sniper Not To Jump,1
Incredible Humility: Warren Buffett Just Revealed That He Always Flies Cargo Instead Of First Class,1
‘The Conners’ Scores Big Ratings By Killing Off Rest Of Family,1
13 year old drinking prodigy accepted to Ohio State,1
New Parents Disgusted To Learn They Had Type Of Baby That Shits,1
Man Who Has Something Wrong With Him On A Fundamental Level Leaves That Part Off OKCupid Profile,1
God Feeling Down In Dumps After Death Of Grandmother,1
"Trump Demands William Barr Prove Loyalty By Putting Gun In Mouth, Pulling Trigger",1
Nothing Fancy Here: 6 Normal Hairstyles,1
New Evidence In Murder Case Leads Authorities To Narrow Down List Of Possible Actors Who Could Play Killer,1
Mueller Admits A Smarter President Would’ve Totally Found Way To Stop Investigation By Now,1
Buzz Aldrin Said What?!,1
"Crisis At 30,000 Feet: The Pilot Of This Flight Is Sobbing And Frantically Asking Passengers If Anyone Knows How To Spay A Cat",1
Incredibly Embarrassing: This Guy Got A GCal Reminder To Join ISIS Right In The Middle Of A Huge PowerPoint In Front Of His Company’s Board Of Directors,1
Seems Extreme: Jacob Farted During Math And The Marines Wheeled Him Out Of The Classroom In One Of Those Hannibal Lecter Straitjacket Things With The Muzzle,1
Italian Grandmother Doesn’t Have Heart To Tell Family Any Dipshit Can Make Lasagna,1
Grocery Store Not Fooling Anybody By Marketing Cantaloupe As Fun Super Bowl Snack,1
Hispanics Expected To Become Majority Of U.S. Population By Middle Of Father-In-Law’s Rant,1
It Turns Out Enough Of You Have Googled ‘Pikachu Breastfeeding Barack Obama’ For This To Be An Economically Viable List To Publish,1
LeBron And Lakers Hoping Horrible Series Of Failed Betrayals Brings Them Closer As Team,1
How does this not exist in 2019?!,1
‘New York Times’ Corrects Story By Admitting They Burned Venezuela Aid Convoy,1
Cam Girl Has Ash On Forehead,1
Snoop Dogg Said What?!,1
Podiatrists Recommend Getting Feet Rotated Every 6 Months,1
God Purges Millions Of Souls From Heaven Now That Sexual Assault Being Taken More Seriously,1
It's only right!,1
Mad With Power: A Cackling Jimmy Fallon Gloated To Viewers Last Night That He Held A ‘Scrubs’ Reunion Without Anybody Around Just For His Own Personal Amusement,1
Papa John’s Removes N-Word From Menus,1
Taking A Stand: StarKist Tuna Announced They’ll Never Collaborate With Louis C.K. On His Own Line Of Canned Fish,1
Put Down The iPad And Go Shave An Ape! 6 Awesome Things ’90s Kids Grew Up Doing To Orangutans That Kids Today Are Totally Missing Out On,1
Community A Wasteland Of Professional Athletes’ Failed Side Businesses,1
Woman Adopts Second Cat For First One To Terrorize While She At Work,1
Taco Hell,1
"A Sponsored Content Deal Fell Through After We Already Did The Work, So Enjoy These Brandless Pictures Of People Happy About A Blue Liquid",1
Spanx Introduces New Line Of Smoke Bombs For Concealing Unwanted Bumps And Bulges,1
Minnesota Resident Thinking Of Finally Packing It All Up And Moving Someplace Warm Like Michigan,1
Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered,1
What Do You Get For The Man Who Already Has The Complete Fleetwood Mac Discography?,1
"This Actually Good News, Contractor Reveals, Because Now You Know The Real Problem",1
Inspiring: This Awesome Non-Profit Works To Overturn The Convictions Of Prisoners Who Don’t Like Being In Prison,1
New Biodiversity Program Busses In Species From Outside Ecosystems,1
Giuliani Clarifies He Doesn’t Want Gravestone To Say ‘He Married His Cousin’ Either,1
Breakdancing Being Considered For 2024 Olympics,1
Terrifying: This Ordinary Family Man Was Suddenly Activated As A Clandestine Sleeper Agent For The CIA’s Accounting Department,1
Poll: Most Americans Blame Trump For Shutdown,1
In Honor of the Vatican's Latest Announcement:,1
Woman Knows To Stay Away From Certain Parts Of Own Psyche At Night,1
Netanyahu Defends New Alliance With Israel’s Far-Right Aryan Supremacy Party,1
New Stardew Valley Expansion Allows Player To Shoot Self In Barn After Family Farm Bankrupted By Corporate Agribusiness,1
"This Will Change the Way You Watch ‘O Brother, Where Art Thou?’",1
Use Of 'N-Word' May End Porn Star's Career,1
Report: You’re Actually Saving Money With Roller Rink Membership,1
Trump Postpones Grand Opening Of Trump Tower Moscow Until Fuss Over Bombshell Report Dies Down,1
"Authorities Swiftly Announce 1,600 Washington Dairy Cows Found Mutilated, Arranged In Pentagram Killed By Blizzard",1
Fun Toy Banned Because Of Three Stupid Dead Kids,1
Report: It The Part Of Night Where Everyone Just Sort Of Goes Around And Remembers Commercials They Liked,1
Could Bryce Harper Convince Mike Trout To Follow Him To A Giant Pile Of Money?,1
Planned Parenthood Opens $8 Billion Abortionplex,1
Ecstatic Pope Francis Finally Lands Role As Mary In St. Peter’s Christmas Pageant,1
Unfortunate Development: Cousin Kyle Has Learned Even More Pressure Points Since The Last Time He Visited,1
Lucky To Be Alive: Harrison Ford Got His Sleeve Caught In His Computer’s Floppy Disk Drive And Was Sucked Into Cyberspace,1
MTA Urges Riders To Stop Taking Disabled Passengers,1
Military Recruiter Fondly Recalls When He Was Just A Naïve Kid Being Coaxed Into Making Binding 8-Year Commitment To Fill Quota,1
Teen Weirded Out After Running Over English Teacher Outside Of School,1
Jeff Bridges Seated Directly Behind Support Column At Golden Globes,1
Mild-Mannered Reporter Suddenly Transforms Into Incredible Unemployed Man,1
"Reclusive Deity Hasn’t Written A New Book In 2,000 Years",1
"Disney Announces ‘Kingdom Hearts III’ Will Feature Ernest, Turner, Hooch, And All The Rest Of Your Favorite Touchstone Pictures Characters",1
Chinese Factory Workers Fear They May Never Be Replaced With Machines,1
Painted-Over Spot On Public Bathroom Wall Must Conceal Some Really Fucked-Up Graffiti,1
Government Shutdown Forces National Zoo To Turn Off Panda Suicide Cam,1
Pilfering Pete's Briefcase - Lake Dredge Appraisal,1
Toy Prepares Child To One Day Pull Around Real Telephone On Wheels,1
I Slapped A Crying Child And Called Him A Nigger And I'm The Bad Guy?,1
Fertility Center Asks Couple If They Want Some Cheap Eggs From A Real Fucked Up Chick,1
"Ladies, Freeze Your Hot Young Face For Later! - Dr. Good - Ep. 6",1
Hot Hot Hollywood: Tim Cook And Malala Yousafzai Were Spotting Together Dragging Their New Bunk Bed Down The Santa Monica Freeway,1
Overstepping Her Bounds: J.K. Rowling Has Announced That Daenerys From ‘Game of Thrones’ Has Crohn’s Disease,1
Engineers Still Unable To Produce Styrofoam Cup Without Little Center Nub Sticking Out From Bottom,1
God Really Dreading Visit From Older Brother Who Made Much More Successful Cosmos,1
Single Woman Has Facebook Profile Picture With Sister,1
"Does The Rams’ Success Point Toward A League-Wide Trend Of Teams Drafting, Signing, And Trading For Good Players?",1
Scientists teach Gorilla about the concept of death,1
"Jazz Reminds Fans Racist, Homophobic Language Has No Place In Good Seats",1
John Legend Said What?!,1
Unbridled Gluttony: This Hedonistic Boy Read All The Weekly Fun Facts From His School Planner In A Single Class,1
All Done Now: A Team Of Archaeologists Has Discovered A Pile Of Bones Labeled ‘The Last Of The Bones’,1
Rejection From Hall Of Fame Sends Roger Clemens Spiraling Into Performance-Enhancing Drug Binge,1
"Guests’ Chairs Tilt, Spray Water At Them During First-Ever 4D State Of The Union Address",1
Zion Williamson In Panic After Realizing Game Falls On Same Night As Theater Club Production,1
Apple Announces Tim Cook Mini,1
Powerful Protest: An Anti-Animal Activist Group Just Snuck 3 Orcas Into SeaWorld,1
Pros And Cons Of Salary Transparency,1
How Embarrassing.,1
God Doubts He Could Still Create World In Just 7 Days Anymore,1
God Completely Fucked Up After Huffing Gaseous Planet,1
Report: 96% Of Nation's Smut Consumed By Filthiest 1%,1
Group Of Hunky Cardinals Appeal To Pope To Relax Celibacy Requirement,1
Daisy Ridley Said What?!,1
Jared Goff Pissed He Had To Miss Friend’s Super Bowl Party For Work,1
Compassionate Trump Issues Full Presidential Pardon For Robert Mueller,1
Intrepid Middle-Class Parents Embark On Daring Search For Mythical Perfect School District,1
Forgotten Genius: This Man Working In Obscurity As A Computer Programmer Was Once A Kid Who Dazzled The Schoolyard By Holding Himself Suspended Between Two Walls,1
Innovative Business Always On The Cutting Edge Of What Other Companies Have Been Doing For A Few Years,1
Character Witness Told He Doesn’t Have What It Takes To Be Star Witness,1
Child Getting Pretty Cozy With Stranger’s Leg,1
CBS Reveals ‘Big Bang Theory’ Season 12 Will Explore Why Sheldon Keeps Job After Sexually Harassing 6 Research Assistants,1
"Remembering Michael Caine: Not Dead Yet, But It’s Still Nice To Be Thought About From Time To Time",1
Pros And Cons Of Banning Bottled Water,1
Justin Trudeau Unveils Plan To Meet Healthcare Needs Of Canada’s Aging Prog Rockers,1
Steer Clear: Belgium Has Declared War On Anyone Who Wants To Fucking Go Right Now,1
This The Fuck Harness Sex Shop Worker Has At Home,1
Experts Advise Against Throwing Laptop Across Office Even Though It Will Feel Incredible,1
